Contest	Selection	CountItemType	Count
North Carolina;US Congress House of Representatives District 8 Primary;North Carolina Democratic Party	Marc Tiegel	absentee-mail	91
North Carolina;US Congress House of Representatives District 8 Primary;North Carolina Democratic Party	Marc Tiegel	early	1663
North Carolina;US Congress House of Representatives District 8 Primary;North Carolina Democratic Party	Marc Tiegel	election-day	4213
North Carolina;US Congress House of Representatives District 8 Primary;North Carolina Democratic Party	Marc Tiegel	provisional	25
North Carolina;US Congress House of Representatives District 8 Primary;North Carolina Democratic Party	Marc Tiegel	total	5992
North Carolina;US Congress House of Representatives District 8 Primary;North Carolina Democratic Party	Scott Huffman	absentee-mail	60
North Carolina;US Congress House of Representatives District 8 Primary;North Carolina Democratic Party	Scott Huffman	early	2006
North Carolina;US Congress House of Representatives District 8 Primary;North Carolina Democratic Party	Scott Huffman	election-day	4483
North Carolina;US Congress House of Representatives District 8 Primary;North Carolina Democratic Party	Scott Huffman	provisional	25
North Carolina;US Congress House of Representatives District 8 Primary;North Carolina Democratic Party	Scott Huffman	total	6574
North Carolina;US Congress House of Representatives District 9 Primary;North Carolina Democratic Party	Christian Cano	absentee-mail	69
North Carolina;US Congress House of Representatives District 9 Primary;North Carolina Democratic Party	Christian Cano	early	2977
North Carolina;US Congress House of Representatives District 9 Primary;North Carolina Democratic Party	Christian Cano	election-day	4799
North Carolina;US Congress House of Representatives District 9 Primary;North Carolina Democratic Party	Christian Cano	provisional	77
North Carolina;US Congress House of Representatives District 9 Primary;North Carolina Democratic Party	Christian Cano	total	7922
North Carolina;US Congress House of Representatives District 9 Primary;North Carolina Democratic Party	Dan McCready	absentee-mail	668
North Carolina;US Congress House of Representatives District 9 Primary;North Carolina Democratic Party	Dan McCready	early	30206
North Carolina;US Congress House of Representatives District 9 Primary;North Carolina Democratic Party	Dan McCready	election-day	44864
North Carolina;US Congress House of Representatives District 9 Primary;North Carolina Democratic Party	Dan McCready	provisional	458
North Carolina;US Congress House of Representatives District 9 Primary;North Carolina Democratic Party	Dan McCready	total	76196
North Carolina;US Congress House of Representatives District 9 Primary;North Carolina Republican Party	Clarence W. Goins, Jr.	absentee-mail	15
North Carolina;US Congress House of Representatives District 9 Primary;North Carolina Republican Party	Clarence W. Goins, Jr.	early	491
North Carolina;US Congress House of Representatives District 9 Primary;North Carolina Republican Party	Clarence W. Goins, Jr.	election-day	1357
North Carolina;US Congress House of Representatives District 9 Primary;North Carolina Republican Party	Clarence W. Goins, Jr.	provisional	4
North Carolina;US Congress House of Representatives District 9 Primary;North Carolina Republican Party	Clarence W. Goins, Jr.	total	1867
North Carolina;US Congress House of Representatives District 9 Primary;North Carolina Republican Party	Mark Harris	absentee-mail	1220
North Carolina;US Congress House of Representatives District 9 Primary;North Carolina Republican Party	Mark Harris	early	9814
North Carolina;US Congress House of Representatives District 9 Primary;North Carolina Republican Party	Mark Harris	election-day	23470
North Carolina;US Congress House of Representatives District 9 Primary;North Carolina Republican Party	Mark Harris	provisional	100
North Carolina;US Congress House of Representatives District 9 Primary;North Carolina Republican Party	Mark Harris	total	34604
North Carolina;US Congress House of Representatives District 9 Primary;North Carolina Republican Party	Robert Pittenger	absentee-mail	186
North Carolina;US Congress House of Representatives District 9 Primary;North Carolina Republican Party	Robert Pittenger	early	4710
North Carolina;US Congress House of Representatives District 9 Primary;North Carolina Republican Party	Robert Pittenger	election-day	11541
North Carolina;US Congress House of Representatives District 9 Primary;North Carolina Republican Party	Robert Pittenger	provisional	37
North Carolina;US Congress House of Representatives District 9 Primary;North Carolina Republican Party	Robert Pittenger	total	16474
One Quarter Cent Sales Tax	Against	absentee-mail	137
One Quarter Cent Sales Tax	Against	early	6123
One Quarter Cent Sales Tax	Against	election-day	12081
One Quarter Cent Sales Tax	Against	provisional	91
One Quarter Cent Sales Tax	Against	total	18432
One Quarter Cent Sales Tax	For	absentee-mail	108
One Quarter Cent Sales Tax	For	early	6061
One Quarter Cent Sales Tax	For	election-day	11050
One Quarter Cent Sales Tax	For	provisional	86
One Quarter Cent Sales Tax	For	total	17305
One Quarter Cent Sales Tax	No	absentee-mail	11
One Quarter Cent Sales Tax	No	early	495
One Quarter Cent Sales Tax	No	election-day	1007
One Quarter Cent Sales Tax	No	provisional	1
One Quarter Cent Sales Tax	No	total	1514
One Quarter Cent Sales Tax	Yes	absentee-mail	5
One Quarter Cent Sales Tax	Yes	early	380
One Quarter Cent Sales Tax	Yes	election-day	523
One Quarter Cent Sales Tax	Yes	provisional	2
One Quarter Cent Sales Tax	Yes	total	910
Rockingham County Sales and Use Tax	Against	absentee-mail	25
Rockingham County Sales and Use Tax	Against	early	1075
Rockingham County Sales and Use Tax	Against	election-day	3164
Rockingham County Sales and Use Tax	Against	provisional	32
Rockingham County Sales and Use Tax	Against	total	4296
Rockingham County Sales and Use Tax	For	absentee-mail	22
Rockingham County Sales and Use Tax	For	early	1548
Rockingham County Sales and Use Tax	For	election-day	3743
Rockingham County Sales and Use Tax	For	provisional	31
Rockingham County Sales and Use Tax	For	total	5344
School Bonds	No	absentee-mail	44
School Bonds	No	early	1316
School Bonds	No	election-day	2943
School Bonds	No	provisional	15
School Bonds	No	total	4318
School Bonds	Yes	absentee-mail	56
School Bonds	Yes	early	2293
School Bonds	Yes	election-day	7268
School Bonds	Yes	provisional	56
School Bonds	Yes	total	9673
