Name	VotesAllowed	NumberElected	NumberRunoff	IsPartisan	Office	PrimaryParty
PA House District 178 (Democratic Party Primary)	1	1	0	True	PA House District 178	Democratic Party
PA House District 179 (Democratic Party Primary)	1	1	0	True	PA House District 179	Democratic Party
PA House District 180 (Democratic Party Primary)	1	1	0	True	PA House District 180	Democratic Party
PA House District 181 (Democratic Party Primary)	1	1	0	True	PA House District 181	Democratic Party
PA House District 182 (Democratic Party Primary)	1	1	0	True	PA House District 182	Democratic Party
PA House District 183 (Democratic Party Primary)	1	1	0	True	PA House District 183	Democratic Party
PA House District 184 (Democratic Party Primary)	1	1	0	True	PA House District 184	Democratic Party
PA House District 185 (Democratic Party Primary)	1	1	0	True	PA House District 185	Democratic Party
PA House District 186 (Democratic Party Primary)	1	1	0	True	PA House District 186	Democratic Party
PA House District 187 (Democratic Party Primary)	1	1	0	True	PA House District 187	Democratic Party
PA House District 188 (Democratic Party Primary)	1	1	0	True	PA House District 188	Democratic Party
PA House District 189 (Democratic Party Primary)	1	1	0	True	PA House District 189	Democratic Party
PA House District 190 (Democratic Party Primary)	1	1	0	True	PA House District 190	Democratic Party
PA House District 191 (Democratic Party Primary)	1	1	0	True	PA House District 191	Democratic Party
PA House District 192 (Democratic Party Primary)	1	1	0	True	PA House District 192	Democratic Party
PA House District 193 (Democratic Party Primary)	1	1	0	True	PA House District 193	Democratic Party
PA House District 194 (Democratic Party Primary)	1	1	0	True	PA House District 194	Democratic Party
PA House District 195 (Democratic Party Primary)	1	1	0	True	PA House District 195	Democratic Party
PA House District 196 (Democratic Party Primary)	1	1	0	True	PA House District 196	Democratic Party
PA House District 197 (Democratic Party Primary)	1	1	0	True	PA House District 197	Democratic Party
PA House District 198 (Democratic Party Primary)	1	1	0	True	PA House District 198	Democratic Party
PA House District 199 (Democratic Party Primary)	1	1	0	True	PA House District 199	Democratic Party
PA House District 200 (Democratic Party Primary)	1	1	0	True	PA House District 200	Democratic Party
PA House District 201 (Democratic Party Primary)	1	1	0	True	PA House District 201	Democratic Party
PA House District 202 (Democratic Party Primary)	1	1	0	True	PA House District 202	Democratic Party
PA House District 203 (Democratic Party Primary)	1	1	0	True	PA House District 203	Democratic Party
PA Senate District 1 (Democratic Party Primary)	1	1	0	True	PA Senate District 1	Democratic Party
PA Senate District 2 (Democratic Party Primary)	1	1	0	True	PA Senate District 2	Democratic Party
PA Senate District 3 (Democratic Party Primary)	1	1	0	True	PA Senate District 3	Democratic Party
PA Senate District 4 (Democratic Party Primary)	1	1	0	True	PA Senate District 4	Democratic Party
PA Senate District 5 (Democratic Party Primary)	1	1	0	True	PA Senate District 5	Democratic Party
PA Senate District 6 (Democratic Party Primary)	1	1	0	True	PA Senate District 6	Democratic Party
PA Senate District 7 (Democratic Party Primary)	1	1	0	True	PA Senate District 7	Democratic Party
PA Senate District 8 (Democratic Party Primary)	1	1	0	True	PA Senate District 8	Democratic Party
PA Senate District 9 (Democratic Party Primary)	1	1	0	True	PA Senate District 9	Democratic Party
PA Senate District 10 (Democratic Party Primary)	1	1	0	True	PA Senate District 10	Democratic Party
PA Senate District 11 (Democratic Party Primary)	1	1	0	True	PA Senate District 11	Democratic Party
PA Senate District 12 (Democratic Party Primary)	1	1	0	True	PA Senate District 12	Democratic Party
PA Senate District 13 (Democratic Party Primary)	1	1	0	True	PA Senate District 13	Democratic Party
PA Senate District 14 (Democratic Party Primary)	1	1	0	True	PA Senate District 14	Democratic Party
PA Senate District 15 (Democratic Party Primary)	1	1	0	True	PA Senate District 15	Democratic Party
PA Senate District 16 (Democratic Party Primary)	1	1	0	True	PA Senate District 16	Democratic Party
PA Senate District 17 (Democratic Party Primary)	1	1	0	True	PA Senate District 17	Democratic Party
PA Senate District 18 (Democratic Party Primary)	1	1	0	True	PA Senate District 18	Democratic Party
PA Senate District 19 (Democratic Party Primary)	1	1	0	True	PA Senate District 19	Democratic Party
PA Senate District 20 (Democratic Party Primary)	1	1	0	True	PA Senate District 20	Democratic Party
PA Senate District 21 (Democratic Party Primary)	1	1	0	True	PA Senate District 21	Democratic Party
PA Senate District 22 (Democratic Party Primary)	1	1	0	True	PA Senate District 22	Democratic Party
PA Senate District 23 (Democratic Party Primary)	1	1	0	True	PA Senate District 23	Democratic Party
PA Senate District 24 (Democratic Party Primary)	1	1	0	True	PA Senate District 24	Democratic Party
PA Senate District 25 (Democratic Party Primary)	1	1	0	True	PA Senate District 25	Democratic Party
US Senate PA (Democratic Party Primary)	1	1	0	True	US Senate PA	Democratic Party
PA Governor (Republican Party Primary)	1	1	0	True	PA Governor	Republican Party
US House PA District 1 (Republican Party Primary)	1	1	0	True	US House PA District 1	Republican Party
US House PA District 2 (Republican Party Primary)	1	1	0	True	US House PA District 2	Republican Party
US House PA District 3 (Republican Party Primary)	1	1	0	True	US House PA District 3	Republican Party
US House PA District 4 (Republican Party Primary)	1	1	0	True	US House PA District 4	Republican Party
US House PA District 5 (Republican Party Primary)	1	1	0	True	US House PA District 5	Republican Party
US House PA District 6 (Republican Party Primary)	1	1	0	True	US House PA District 6	Republican Party
US House PA District 7 (Republican Party Primary)	1	1	0	True	US House PA District 7	Republican Party
US House PA District 8 (Republican Party Primary)	1	1	0	True	US House PA District 8	Republican Party
US House PA District 9 (Republican Party Primary)	1	1	0	True	US House PA District 9	Republican Party
US House PA District 10 (Republican Party Primary)	1	1	0	True	US House PA District 10	Republican Party
US House PA District 11 (Republican Party Primary)	1	1	0	True	US House PA District 11	Republican Party
US House PA District 12 (Republican Party Primary)	1	1	0	True	US House PA District 12	Republican Party
US House PA District 13 (Republican Party Primary)	1	1	0	True	US House PA District 13	Republican Party
US House PA District 14 (Republican Party Primary)	1	1	0	True	US House PA District 14	Republican Party
US House PA District 15 (Republican Party Primary)	1	1	0	True	US House PA District 15	Republican Party
US House PA District 16 (Republican Party Primary)	1	1	0	True	US House PA District 16	Republican Party
US House PA District 17 (Republican Party Primary)	1	1	0	True	US House PA District 17	Republican Party
US House PA District 18 (Republican Party Primary)	1	1	0	True	US House PA District 18	Republican Party
PA House District 1 (Republican Party Primary)	1	1	0	True	PA House District 1	Republican Party
PA House District 2 (Republican Party Primary)	1	1	0	True	PA House District 2	Republican Party
PA House District 3 (Republican Party Primary)	1	1	0	True	PA House District 3	Republican Party
PA House District 4 (Republican Party Primary)	1	1	0	True	PA House District 4	Republican Party
PA House District 5 (Republican Party Primary)	1	1	0	True	PA House District 5	Republican Party
PA House District 6 (Republican Party Primary)	1	1	0	True	PA House District 6	Republican Party
PA House District 7 (Republican Party Primary)	1	1	0	True	PA House District 7	Republican Party
PA House District 8 (Republican Party Primary)	1	1	0	True	PA House District 8	Republican Party
PA House District 9 (Republican Party Primary)	1	1	0	True	PA House District 9	Republican Party
PA House District 10 (Republican Party Primary)	1	1	0	True	PA House District 10	Republican Party
PA House District 11 (Republican Party Primary)	1	1	0	True	PA House District 11	Republican Party
PA House District 12 (Republican Party Primary)	1	1	0	True	PA House District 12	Republican Party
PA House District 13 (Republican Party Primary)	1	1	0	True	PA House District 13	Republican Party
PA House District 14 (Republican Party Primary)	1	1	0	True	PA House District 14	Republican Party
PA House District 15 (Republican Party Primary)	1	1	0	True	PA House District 15	Republican Party
PA House District 16 (Republican Party Primary)	1	1	0	True	PA House District 16	Republican Party
PA House District 17 (Republican Party Primary)	1	1	0	True	PA House District 17	Republican Party
PA House District 18 (Republican Party Primary)	1	1	0	True	PA House District 18	Republican Party
PA House District 19 (Republican Party Primary)	1	1	0	True	PA House District 19	Republican Party
PA House District 20 (Republican Party Primary)	1	1	0	True	PA House District 20	Republican Party
PA House District 21 (Republican Party Primary)	1	1	0	True	PA House District 21	Republican Party
PA House District 22 (Republican Party Primary)	1	1	0	True	PA House District 22	Republican Party
PA House District 23 (Republican Party Primary)	1	1	0	True	PA House District 23	Republican Party
PA House District 24 (Republican Party Primary)	1	1	0	True	PA House District 24	Republican Party
PA House District 25 (Republican Party Primary)	1	1	0	True	PA House District 25	Republican Party
PA House District 26 (Republican Party Primary)	1	1	0	True	PA House District 26	Republican Party
PA House District 27 (Republican Party Primary)	1	1	0	True	PA House District 27	Republican Party
PA House District 28 (Republican Party Primary)	1	1	0	True	PA House District 28	Republican Party
PA House District 29 (Republican Party Primary)	1	1	0	True	PA House District 29	Republican Party
PA House District 30 (Republican Party Primary)	1	1	0	True	PA House District 30	Republican Party
PA House District 31 (Republican Party Primary)	1	1	0	True	PA House District 31	Republican Party
PA House District 32 (Republican Party Primary)	1	1	0	True	PA House District 32	Republican Party
PA House District 33 (Republican Party Primary)	1	1	0	True	PA House District 33	Republican Party
PA House District 34 (Republican Party Primary)	1	1	0	True	PA House District 34	Republican Party
PA House District 35 (Republican Party Primary)	1	1	0	True	PA House District 35	Republican Party
PA House District 36 (Republican Party Primary)	1	1	0	True	PA House District 36	Republican Party
PA House District 37 (Republican Party Primary)	1	1	0	True	PA House District 37	Republican Party
PA House District 38 (Republican Party Primary)	1	1	0	True	PA House District 38	Republican Party
PA House District 39 (Republican Party Primary)	1	1	0	True	PA House District 39	Republican Party
PA House District 40 (Republican Party Primary)	1	1	0	True	PA House District 40	Republican Party
PA House District 41 (Republican Party Primary)	1	1	0	True	PA House District 41	Republican Party
PA House District 42 (Republican Party Primary)	1	1	0	True	PA House District 42	Republican Party
PA House District 43 (Republican Party Primary)	1	1	0	True	PA House District 43	Republican Party
PA House District 44 (Republican Party Primary)	1	1	0	True	PA House District 44	Republican Party
PA House District 45 (Republican Party Primary)	1	1	0	True	PA House District 45	Republican Party
PA House District 46 (Republican Party Primary)	1	1	0	True	PA House District 46	Republican Party
PA House District 47 (Republican Party Primary)	1	1	0	True	PA House District 47	Republican Party
PA House District 48 (Republican Party Primary)	1	1	0	True	PA House District 48	Republican Party
PA House District 49 (Republican Party Primary)	1	1	0	True	PA House District 49	Republican Party
PA House District 50 (Republican Party Primary)	1	1	0	True	PA House District 50	Republican Party
PA House District 51 (Republican Party Primary)	1	1	0	True	PA House District 51	Republican Party
PA House District 52 (Republican Party Primary)	1	1	0	True	PA House District 52	Republican Party
